dataset_id,query_id,chunk_strategy,search_method,top_k,answer,cited_memory_ids,citation_correctness,unsupported_answer,end_to_end_latency_ms
synthetic-life-memories-v1,q_running,512,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8422
synthetic-life-memories-v1,q_school_graduation,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2952
synthetic-life-memories-v1,q_school_graduation,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2950
synthetic-life-memories-v1,q_school_graduation,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2950
synthetic-life-memories-v1,q_first_work,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2845
synthetic-life-memories-v1,q_first_work,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2844
synthetic-life-memories-v1,q_first_work,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2844
synthetic-life-memories-v1,q_seaside,1024,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.2759
synthetic-life-memories-v1,q_seaside,1024,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.2758
synthetic-life-memories-v1,q_seaside,1024,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.2757
synthetic-life-memories-v1,q_relocation,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2786
synthetic-life-memories-v1,q_relocation,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2786
synthetic-life-memories-v1,q_relocation,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2786
synthetic-life-memories-v1,q_library,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2696
synthetic-life-memories-v1,q_library,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2695
synthetic-life-memories-v1,q_library,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2696
synthetic-life-memories-v1,q_programming,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2692
synthetic-life-memories-v1,q_programming,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2691
synthetic-life-memories-v1,q_programming,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.2691
synthetic-life-memories-v1,q_gardening,1024,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2677
synthetic-life-memories-v1,q_gardening,1024,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2677
synthetic-life-memories-v1,q_gardening,1024,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2676
synthetic-life-memories-v1,q_running,1024,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2659
synthetic-life-memories-v1,q_running,1024,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2659
synthetic-life-memories-v1,q_running,1024,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2659
synthetic-life-memories-v1,q_school_graduation,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3745
synthetic-life-memories-v1,q_school_graduation,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3744
synthetic-life-memories-v1,q_school_graduation,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3744
synthetic-life-memories-v1,q_first_work,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3626
synthetic-life-memories-v1,q_first_work,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3625
synthetic-life-memories-v1,q_first_work,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3625
synthetic-life-memories-v1,q_seaside,1024,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3525
synthetic-life-memories-v1,q_seaside,1024,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3525
synthetic-life-memories-v1,q_seaside,1024,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3525
synthetic-life-memories-v1,q_relocation,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3507
synthetic-life-memories-v1,q_relocation,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3507
synthetic-life-memories-v1,q_relocation,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3507
synthetic-life-memories-v1,q_library,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3567
synthetic-life-memories-v1,q_library,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3567
synthetic-life-memories-v1,q_library,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3568
synthetic-life-memories-v1,q_programming,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3522
synthetic-life-memories-v1,q_programming,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3522
synthetic-life-memories-v1,q_programming,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3521
synthetic-life-memories-v1,q_gardening,1024,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3558
synthetic-life-memories-v1,q_gardening,1024,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3558
synthetic-life-memories-v1,q_gardening,1024,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3557
synthetic-life-memories-v1,q_running,1024,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3573
synthetic-life-memories-v1,q_running,1024,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3573
synthetic-life-memories-v1,q_running,1024,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3582
synthetic-life-memories-v1,q_school_graduation,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5681
synthetic-life-memories-v1,q_school_graduation,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5680
synthetic-life-memories-v1,q_school_graduation,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5680
synthetic-life-memories-v1,q_first_work,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5124
synthetic-life-memories-v1,q_first_work,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5124
synthetic-life-memories-v1,q_first_work,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5124
synthetic-life-memories-v1,q_seaside,1024,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5577
synthetic-life-memories-v1,q_seaside,1024,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5576
synthetic-life-memories-v1,q_seaside,1024,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5576
synthetic-life-memories-v1,q_relocation,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5291
synthetic-life-memories-v1,q_relocation,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5291
synthetic-life-memories-v1,q_relocation,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5290
synthetic-life-memories-v1,q_library,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5156
synthetic-life-memories-v1,q_library,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5155
synthetic-life-memories-v1,q_library,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5155
synthetic-life-memories-v1,q_programming,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5321
synthetic-life-memories-v1,q_programming,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5320
synthetic-life-memories-v1,q_programming,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5320
synthetic-life-memories-v1,q_gardening,1024,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5315
synthetic-life-memories-v1,q_gardening,1024,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5315
synthetic-life-memories-v1,q_gardening,1024,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5315
synthetic-life-memories-v1,q_running,1024,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5143
synthetic-life-memories-v1,q_running,1024,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5143
synthetic-life-memories-v1,q_running,1024,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5143
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8242
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8242
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8242
synthetic-life-memories-v1,q_first_work,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7850
synthetic-life-memories-v1,q_first_work,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7849
synthetic-life-memories-v1,q_first_work,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7849
synthetic-life-memories-v1,q_seaside,1024,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7857
synthetic-life-memories-v1,q_seaside,1024,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7857
synthetic-life-memories-v1,q_seaside,1024,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7856
synthetic-life-memories-v1,q_relocation,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7960
synthetic-life-memories-v1,q_relocation,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7959
synthetic-life-memories-v1,q_relocation,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7959
synthetic-life-memories-v1,q_library,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7909
synthetic-life-memories-v1,q_library,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7908
synthetic-life-memories-v1,q_library,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7907
synthetic-life-memories-v1,q_programming,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8273
synthetic-life-memories-v1,q_programming,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8273
synthetic-life-memories-v1,q_programming,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8272
synthetic-life-memories-v1,q_gardening,1024,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8097
synthetic-life-memories-v1,q_gardening,1024,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8096
synthetic-life-memories-v1,q_gardening,1024,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8096
synthetic-life-memories-v1,q_running,1024,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7932
synthetic-life-memories-v1,q_running,1024,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7931
synthetic-life-memories-v1,q_running,1024,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7931
synthetic-life-memories-v1,q_school_graduation,event_aware,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3853
synthetic-life-memories-v1,q_school_graduation,event_aware,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3852
synthetic-life-memories-v1,q_school_graduation,event_aware,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3853
synthetic-life-memories-v1,q_first_work,event_aware,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3530
synthetic-life-memories-v1,q_first_work,event_aware,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3529
synthetic-life-memories-v1,q_first_work,event_aware,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.3529
synthetic-life-memories-v1,q_seaside,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3455
synthetic-life-memories-v1,q_seaside,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3455
synthetic-life-memories-v1,q_seaside,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3454
synthetic-life-memories-v1,q_relocation,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.3424
synthetic-life-memories-v1,q_relocation,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.3423
synthetic-life-memories-v1,q_relocation,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.3424
synthetic-life-memories-v1,q_library,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.3322
synthetic-life-memories-v1,q_library,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.3322
synthetic-life-memories-v1,q_library,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.3322
synthetic-life-memories-v1,q_programming,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.3312
synthetic-life-memories-v1,q_programming,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.3311
synthetic-life-memories-v1,q_programming,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.3310
synthetic-life-memories-v1,q_gardening,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3289
synthetic-life-memories-v1,q_gardening,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3288
synthetic-life-memories-v1,q_gardening,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.3289
synthetic-life-memories-v1,q_running,event_aware,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3248
synthetic-life-memories-v1,q_running,event_aware,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3247
synthetic-life-memories-v1,q_running,event_aware,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3247
synthetic-life-memories-v1,q_school_graduation,event_aware,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.6984
synthetic-life-memories-v1,q_school_graduation,event_aware,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.6982
synthetic-life-memories-v1,q_school_graduation,event_aware,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.6982
synthetic-life-memories-v1,q_first_work,event_aware,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.9057
synthetic-life-memories-v1,q_first_work,event_aware,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.9048
synthetic-life-memories-v1,q_first_work,event_aware,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,4.9048
synthetic-life-memories-v1,q_seaside,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,5.2826
synthetic-life-memories-v1,q_seaside,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,5.2814
synthetic-life-memories-v1,q_seaside,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,5.2813
synthetic-life-memories-v1,q_relocation,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,4.6491
synthetic-life-memories-v1,q_relocation,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,4.6488
synthetic-life-memories-v1,q_relocation,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,4.6488
synthetic-life-memories-v1,q_library,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,4.6310
synthetic-life-memories-v1,q_library,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,4.6307
synthetic-life-memories-v1,q_library,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,4.6307
synthetic-life-memories-v1,q_programming,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,4.6148
synthetic-life-memories-v1,q_programming,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,4.6148
synthetic-life-memories-v1,q_programming,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,4.6147
synthetic-life-memories-v1,q_gardening,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,4.6533
synthetic-life-memories-v1,q_gardening,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,4.6531
synthetic-life-memories-v1,q_gardening,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,4.6531
synthetic-life-memories-v1,q_running,event_aware,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,4.6008
synthetic-life-memories-v1,q_running,event_aware,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,4.6005
synthetic-life-memories-v1,q_running,event_aware,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,4.6005
synthetic-life-memories-v1,q_school_graduation,event_aware,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.6614
synthetic-life-memories-v1,q_school_graduation,event_aware,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.6612
synthetic-life-memories-v1,q_school_graduation,event_aware,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.6612
synthetic-life-memories-v1,q_first_work,event_aware,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.5460
synthetic-life-memories-v1,q_first_work,event_aware,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.5458
synthetic-life-memories-v1,q_first_work,event_aware,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.5458
synthetic-life-memories-v1,q_seaside,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5367
synthetic-life-memories-v1,q_seaside,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5366
synthetic-life-memories-v1,q_seaside,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5366
synthetic-life-memories-v1,q_relocation,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5421
synthetic-life-memories-v1,q_relocation,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5419
synthetic-life-memories-v1,q_relocation,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5420
synthetic-life-memories-v1,q_library,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5337
synthetic-life-memories-v1,q_library,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5335
synthetic-life-memories-v1,q_library,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5335
synthetic-life-memories-v1,q_programming,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.5423
synthetic-life-memories-v1,q_programming,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.5423
synthetic-life-memories-v1,q_programming,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.5422
synthetic-life-memories-v1,q_gardening,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5459
synthetic-life-memories-v1,q_gardening,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5457
synthetic-life-memories-v1,q_gardening,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5458
synthetic-life-memories-v1,q_running,event_aware,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5232
synthetic-life-memories-v1,q_running,event_aware,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5231
synthetic-life-memories-v1,q_running,event_aware,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5231
synthetic-life-memories-v1,q_school_graduation,event_aware,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9108
synthetic-life-memories-v1,q_school_graduation,event_aware,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9105
synthetic-life-memories-v1,q_school_graduation,event_aware,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9105
synthetic-life-memories-v1,q_first_work,event_aware,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.8850
synthetic-life-memories-v1,q_first_work,event_aware,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.8850
synthetic-life-memories-v1,q_first_work,event_aware,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.8849
synthetic-life-memories-v1,q_seaside,event_aware,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8792
synthetic-life-memories-v1,q_seaside,event_aware,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8791
synthetic-life-memories-v1,q_seaside,event_aware,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8791
synthetic-life-memories-v1,q_relocation,event_aware,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.8852
synthetic-life-memories-v1,q_relocation,event_aware,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.8851
synthetic-life-memories-v1,q_relocation,event_aware,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.8851
synthetic-life-memories-v1,q_library,event_aware,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8660
synthetic-life-memories-v1,q_library,event_aware,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8660
synthetic-life-memories-v1,q_library,event_aware,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8659
synthetic-life-memories-v1,q_programming,event_aware,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_online_course,1.0000,0,0.8819
