dataset_id,query_id,chunk_strategy,search_method,top_k,relevant_memory_ids,retrieved_memory_ids,recall_at_k,contains_answer,retrieval_latency_ms
synthetic-life-memories-v1,q_running,512,mmr,10,eval_running_event,eval_running_event|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_garden_project|eval_online_course|eval_volunteer_library|eval_house_move,1.0000,1,0.7657
synthetic-life-memories-v1,q_school_graduation,512,bm25,3,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.6302
synthetic-life-memories-v1,q_school_graduation,512,bm25,5,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event,1.0000,1,0.6302
synthetic-life-memories-v1,q_school_graduation,512,bm25,10,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.6302
synthetic-life-memories-v1,q_first_work,512,bm25,3,eval_first_job,eval_garden_project|eval_online_course|eval_volunteer_library,0.0000,0,0.5464
synthetic-life-memories-v1,q_first_work,512,bm25,5,eval_first_job,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.5464
synthetic-life-memories-v1,q_first_work,512,bm25,10,eval_first_job,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_school_graduation|eval_train_trip|eval_running_event|eval_cooking_class|eval_house_move,1.0000,1,0.5464
synthetic-life-memories-v1,q_seaside,512,bm25,3,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.5420
synthetic-life-memories-v1,q_seaside,512,bm25,5,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.5420
synthetic-life-memories-v1,q_seaside,512,bm25,10,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.5420
synthetic-life-memories-v1,q_relocation,512,bm25,3,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.5461
synthetic-life-memories-v1,q_relocation,512,bm25,5,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.5461
synthetic-life-memories-v1,q_relocation,512,bm25,10,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.5461
synthetic-life-memories-v1,q_library,512,bm25,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.5419
synthetic-life-memories-v1,q_library,512,bm25,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.5419
synthetic-life-memories-v1,q_library,512,bm25,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_running_event|eval_first_job|eval_school_entrance,1.0000,1,0.5419
synthetic-life-memories-v1,q_programming,512,bm25,3,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.5529
synthetic-life-memories-v1,q_programming,512,bm25,5,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.5529
synthetic-life-memories-v1,q_programming,512,bm25,10,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_school_graduation|eval_train_trip|eval_cooking_class|eval_house_move|eval_beach_trip,1.0000,1,0.5529
synthetic-life-memories-v1,q_gardening,512,bm25,3,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.5597
synthetic-life-memories-v1,q_gardening,512,bm25,5,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.5597
synthetic-life-memories-v1,q_gardening,512,bm25,10,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.5597
synthetic-life-memories-v1,q_running,512,bm25,3,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move,1.0000,1,0.5391
synthetic-life-memories-v1,q_running,512,bm25,5,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_train_trip,1.0000,1,0.5391
synthetic-life-memories-v1,q_running,512,bm25,10,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_train_trip|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_school_graduation|eval_garden_project,1.0000,1,0.5391
synthetic-life-memories-v1,q_school_graduation,512,hybrid,3,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.8746
synthetic-life-memories-v1,q_school_graduation,512,hybrid,5,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_running_event|eval_beach_trip,1.0000,1,0.8746
synthetic-life-memories-v1,q_school_graduation,512,hybrid,10,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.8746
synthetic-life-memories-v1,q_first_work,512,hybrid,3,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.9043
synthetic-life-memories-v1,q_first_work,512,hybrid,5,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_garden_project|eval_online_course,1.0000,1,0.9043
synthetic-life-memories-v1,q_first_work,512,hybrid,10,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_garden_project|eval_online_course|eval_volunteer_library|eval_running_event|eval_train_trip|eval_house_move|eval_beach_trip,1.0000,1,0.9043
synthetic-life-memories-v1,q_seaside,512,hybrid,3,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.8511
synthetic-life-memories-v1,q_seaside,512,hybrid,5,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.8511
synthetic-life-memories-v1,q_seaside,512,hybrid,10,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course|eval_first_job|eval_school_entrance|eval_school_graduation|eval_train_trip,1.0000,1,0.8511
synthetic-life-memories-v1,q_relocation,512,hybrid,3,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.8538
synthetic-life-memories-v1,q_relocation,512,hybrid,5,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.8538
synthetic-life-memories-v1,q_relocation,512,hybrid,10,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course|eval_first_job|eval_school_entrance|eval_school_graduation|eval_train_trip,1.0000,1,0.8538
synthetic-life-memories-v1,q_library,512,hybrid,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.8497
synthetic-life-memories-v1,q_library,512,hybrid,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_house_move|eval_beach_trip,1.0000,1,0.8497
synthetic-life-memories-v1,q_library,512,hybrid,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_train_trip|eval_running_event|eval_first_job|eval_school_entrance,1.0000,1,0.8497
synthetic-life-memories-v1,q_programming,512,hybrid,3,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.8533
synthetic-life-memories-v1,q_programming,512,hybrid,5,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.8533
synthetic-life-memories-v1,q_programming,512,hybrid,10,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_school_graduation|eval_train_trip|eval_house_move|eval_beach_trip|eval_mountain_hike,1.0000,1,0.8533
synthetic-life-memories-v1,q_gardening,512,hybrid,3,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.8623
synthetic-life-memories-v1,q_gardening,512,hybrid,5,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_house_move|eval_beach_trip,1.0000,1,0.8623
synthetic-life-memories-v1,q_gardening,512,hybrid,10,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.8623
synthetic-life-memories-v1,q_running,512,hybrid,3,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move,1.0000,1,0.8420
synthetic-life-memories-v1,q_running,512,hybrid,5,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_first_job,1.0000,1,0.8420
synthetic-life-memories-v1,q_running,512,hybrid,10,eval_running_event,eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_first_job|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.8420
synthetic-life-memories-v1,q_school_graduation,1024,dense,3,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.2948
synthetic-life-memories-v1,q_school_graduation,1024,dense,5,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.2948
synthetic-life-memories-v1,q_school_graduation,1024,dense,10,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.2948
synthetic-life-memories-v1,q_first_work,1024,dense,3,eval_first_job,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.2842
synthetic-life-memories-v1,q_first_work,1024,dense,5,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,0.0000,0,0.2842
synthetic-life-memories-v1,q_first_work,1024,dense,10,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.2842
synthetic-life-memories-v1,q_seaside,1024,dense,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job,1.0000,1,0.2755
synthetic-life-memories-v1,q_seaside,1024,dense,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.2755
synthetic-life-memories-v1,q_seaside,1024,dense,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.2755
synthetic-life-memories-v1,q_relocation,1024,dense,3,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.2784
synthetic-life-memories-v1,q_relocation,1024,dense,5,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.2784
synthetic-life-memories-v1,q_relocation,1024,dense,10,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.2784
synthetic-life-memories-v1,q_library,1024,dense,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.2693
synthetic-life-memories-v1,q_library,1024,dense,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.2693
synthetic-life-memories-v1,q_library,1024,dense,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.2693
synthetic-life-memories-v1,q_programming,1024,dense,3,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.2689
synthetic-life-memories-v1,q_programming,1024,dense,5,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.2689
synthetic-life-memories-v1,q_programming,1024,dense,10,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.2689
synthetic-life-memories-v1,q_gardening,1024,dense,3,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.2674
synthetic-life-memories-v1,q_gardening,1024,dense,5,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.2674
synthetic-life-memories-v1,q_gardening,1024,dense,10,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.2674
synthetic-life-memories-v1,q_running,1024,dense,3,eval_running_event,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.2657
synthetic-life-memories-v1,q_running,1024,dense,5,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.2657
synthetic-life-memories-v1,q_running,1024,dense,10,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.2657
synthetic-life-memories-v1,q_school_graduation,1024,mmr,3,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.3742
synthetic-life-memories-v1,q_school_graduation,1024,mmr,5,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.3742
synthetic-life-memories-v1,q_school_graduation,1024,mmr,10,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.3742
synthetic-life-memories-v1,q_first_work,1024,mmr,3,eval_first_job,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.3623
synthetic-life-memories-v1,q_first_work,1024,mmr,5,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,0.0000,0,0.3623
synthetic-life-memories-v1,q_first_work,1024,mmr,10,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.3623
synthetic-life-memories-v1,q_seaside,1024,mmr,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job,1.0000,1,0.3522
synthetic-life-memories-v1,q_seaside,1024,mmr,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.3522
synthetic-life-memories-v1,q_seaside,1024,mmr,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.3522
synthetic-life-memories-v1,q_relocation,1024,mmr,3,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.3505
synthetic-life-memories-v1,q_relocation,1024,mmr,5,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.3505
synthetic-life-memories-v1,q_relocation,1024,mmr,10,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.3505
synthetic-life-memories-v1,q_library,1024,mmr,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.3565
synthetic-life-memories-v1,q_library,1024,mmr,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.3565
synthetic-life-memories-v1,q_library,1024,mmr,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.3565
synthetic-life-memories-v1,q_programming,1024,mmr,3,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.3519
synthetic-life-memories-v1,q_programming,1024,mmr,5,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.3519
synthetic-life-memories-v1,q_programming,1024,mmr,10,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.3519
synthetic-life-memories-v1,q_gardening,1024,mmr,3,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.3555
synthetic-life-memories-v1,q_gardening,1024,mmr,5,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.3555
synthetic-life-memories-v1,q_gardening,1024,mmr,10,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.3555
synthetic-life-memories-v1,q_running,1024,mmr,3,eval_running_event,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.3571
synthetic-life-memories-v1,q_running,1024,mmr,5,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.3571
synthetic-life-memories-v1,q_running,1024,mmr,10,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.3571
synthetic-life-memories-v1,q_school_graduation,1024,bm25,3,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.5678
synthetic-life-memories-v1,q_school_graduation,1024,bm25,5,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.5678
synthetic-life-memories-v1,q_school_graduation,1024,bm25,10,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.5678
synthetic-life-memories-v1,q_first_work,1024,bm25,3,eval_first_job,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.5122
synthetic-life-memories-v1,q_first_work,1024,bm25,5,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,0.0000,0,0.5122
synthetic-life-memories-v1,q_first_work,1024,bm25,10,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.5122
synthetic-life-memories-v1,q_seaside,1024,bm25,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job,1.0000,1,0.5573
synthetic-life-memories-v1,q_seaside,1024,bm25,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.5573
synthetic-life-memories-v1,q_seaside,1024,bm25,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.5573
synthetic-life-memories-v1,q_relocation,1024,bm25,3,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.5288
synthetic-life-memories-v1,q_relocation,1024,bm25,5,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.5288
synthetic-life-memories-v1,q_relocation,1024,bm25,10,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.5288
synthetic-life-memories-v1,q_library,1024,bm25,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.5153
synthetic-life-memories-v1,q_library,1024,bm25,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.5153
synthetic-life-memories-v1,q_library,1024,bm25,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.5153
synthetic-life-memories-v1,q_programming,1024,bm25,3,eval_online_course,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.5318
synthetic-life-memories-v1,q_programming,1024,bm25,5,eval_online_course,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.5318
synthetic-life-memories-v1,q_programming,1024,bm25,10,eval_online_course,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.5318
synthetic-life-memories-v1,q_gardening,1024,bm25,3,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.5312
synthetic-life-memories-v1,q_gardening,1024,bm25,5,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.5312
synthetic-life-memories-v1,q_gardening,1024,bm25,10,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.5312
synthetic-life-memories-v1,q_running,1024,bm25,3,eval_running_event,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.5141
synthetic-life-memories-v1,q_running,1024,bm25,5,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.5141
synthetic-life-memories-v1,q_running,1024,bm25,10,eval_running_event,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.5141
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,3,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.8239
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,5,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.8239
synthetic-life-memories-v1,q_school_graduation,1024,hybrid,10,eval_school_graduation,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.8239
synthetic-life-memories-v1,q_first_work,1024,hybrid,3,eval_first_job,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.7847
synthetic-life-memories-v1,q_first_work,1024,hybrid,5,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,0.0000,0,0.7847
synthetic-life-memories-v1,q_first_work,1024,hybrid,10,eval_first_job,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.7847
synthetic-life-memories-v1,q_seaside,1024,hybrid,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job,1.0000,1,0.7854
synthetic-life-memories-v1,q_seaside,1024,hybrid,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.7854
synthetic-life-memories-v1,q_seaside,1024,hybrid,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.7854
synthetic-life-memories-v1,q_relocation,1024,hybrid,3,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.7957
synthetic-life-memories-v1,q_relocation,1024,hybrid,5,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,1.0000,1,0.7957
synthetic-life-memories-v1,q_relocation,1024,hybrid,10,eval_house_move,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.7957
synthetic-life-memories-v1,q_library,1024,hybrid,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event,0.0000,0,0.7906
synthetic-life-memories-v1,q_library,1024,hybrid,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.7906
synthetic-life-memories-v1,q_library,1024,hybrid,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.7906
synthetic-life-memories-v1,q_programming,1024,hybrid,3,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job,0.0000,0,0.8270
synthetic-life-memories-v1,q_programming,1024,hybrid,5,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike,0.0000,0,0.8270
synthetic-life-memories-v1,q_programming,1024,hybrid,10,eval_online_course,eval_beach_trip|eval_cooking_class|eval_first_job|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_garden_project|eval_online_course,1.0000,1,0.8270
synthetic-life-memories-v1,q_gardening,1024,hybrid,3,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.8094
synthetic-life-memories-v1,q_gardening,1024,hybrid,5,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library,1.0000,1,0.8094
synthetic-life-memories-v1,q_gardening,1024,hybrid,10,eval_garden_project,eval_garden_project|eval_online_course|eval_running_event|eval_train_trip|eval_volunteer_library|eval_house_move|eval_beach_trip|eval_cooking_class|eval_first_job|eval_mountain_hike,1.0000,1,0.8094
synthetic-life-memories-v1,q_running,1024,hybrid,3,eval_running_event,eval_garden_project|eval_online_course|eval_running_event,1.0000,1,0.7929
